,topic,tweet_id,tweet_url,tweet_text,class_label,fake_news,verify_text,verify_url,NLI,,,
17,COVID-19,1238218847037030402,http://twitter.com/user/status/1238218847037030402,De kinderen zijn misschien niet vatbaar voor het #coronavirus  maar kunnen het wel overdragen. #corona #coronadebat,1,no,"Het virus verspreidt zich vooral onder volwassenen en van volwassen familieleden naar kinderen. Verspreiding onder kinderen of van kinderen naar volwassenen komt minder vaak voor. Over het algemeen geldt: hoe jonger het kind, hoe kleiner de rol bij de verspreiding van het virus. Kinderen worden over het algemeen minder ernstig ziek en hoeven bijna nooit opgenomen te worden in het ziekenhuis vanwege SARS-CoV-2. In de periode na de zomervakantie in 2020 werd een stijgend aantal infecties met het coronavirus SARS-CoV-2 bij alle leeftijden gezien. Onder kinderen is vooral bij jongeren 13-17 jaar het aantal besmettingen toegenomen. Toch spelen kinderen een beperkte rol in de verspreiding van het nieuwe coronavirus in vergelijking met volwassenen. De besmettingen en besmettelijkheid van kinderen neemt echter wel toe naarmate ze ouder worden.",https://nl.wikipedia.org/wiki/COVID-19,support,,,
18,COVID-19,1232042807545802762,http://twitter.com/user/status/1232042807545802762,"@davids__001 @Energy_of_Light @lewinskylou2 Influenza heeft een mortality rate van 0,1 of 0,07%. Bij #COVID19 gaan ze uit van 2,1%, op basis van de Chinese cijfers. 2% is hoog, maar het kan zijn dat het cijfer nog zijn, want de CCP houdt de cijfers laag.",1,no,"In een toespraak over de WHO-werkgroep in China berichtte de directeur-generaal van de WHO op 24 februari dat de mortaliteit in Wuhan bij 2-4% ligt, maar buiten Wuhan met 0,7% lager ligt. Het gemeten sterftecijfer blijkt ook te verschillen van land tot land. Mogelijke verklaringen hiervoor zijn een verschil in de druk op de gezondheidszorg, de leeftijdsopbouw van de bevolking en het aantal mensen dat getest wordt.",https://nl.wikipedia.org/wiki/COVID-19,support,,,
19,COVID-19,1241008440484540419,http://twitter.com/user/status/1241008440484540419,#Coronavirus(#Covid_19) is een #leugen in #media! Bill #Gates zit erachter om #nepnieuws te #verspreiden en bezit #patenten van #coronavaccine om 95% van #mensheid te #vermoorden! Bill Gates schuilt in #ondergrondse #bunker om #zombieapocalyps voor te bereiden! #CoronaVirusUpdate,1,yes,"According to the BBC, Jordan Sather, a YouTuber supporting the QAnon conspiracy theory and the anti-vax movement, has falsely claimed that the outbreak was a population-control scheme created by the Pirbright Institute in England and by former Microsoft CEO Bill Gates.Piers Corbyn was described as ""dangerous"" by physician and broadcaster Hilary Jones during their joint interview on Good Morning Britain in early September 2020. Corbyn described COVID-19 as a ""psychological operation to close down the economy in the interests of mega-corporations"" and stated ""vaccines cause death"".",https://en.wikipedia.org/wiki/COVID-19_misinformation,refute,English source!,,
20,COVID-19,1233010876535463936,http://twitter.com/user/status/1233010876535463936,Vanavond uitzending om mensen te informeren over #covid19. Maar ik mis nog steeds de sense of urgency. Voorbereidingen moeten nu op grotere schaal starten om straks mogelijke verstoringen voor te zijn. Nogmaals mijn artikel van gisteren onder de aandacht: https://t.co/t7ihQKNmSX,0,no,,,,,,
21,COVID-19,1236668005708374017,http://twitter.com/user/status/1236668005708374017,rivm is nr.10 trending hashtag in NL in afgelopen 4 uur. https://t.co/ECVjpdUgpG #rivm,0,no,,,,,,
22,COVID-19,1233129336087117825,http://twitter.com/user/status/1233129336087117825,#RIVM: Eerste #corona-besmetting in #Nederland https://t.co/475mgUFVsD,0,no,,,,,,
23,COVID-19,1243460881754791936,http://twitter.com/user/status/1243460881754791936,"Nieuwe data over Nederlandse coronapatiënten: ook (op het oog) gezonde mensen worden getroffen https://t.co/aK623LQavO  Ziek om weer zo'n ""angst""  headline te plaatsen op een matig artikel @ADnl #omtekotsen #Covid19",0,no,,,,,,
24,COVID-19,1244746872419487744,http://twitter.com/user/status/1244746872419487744,"@kreule_yvonne En de #Fysiotherapeuten zitten thuis.. #zorg is overbelast dus zitten ook niet op ons te wachten @maartenskliniek zijn dicht ivm #CoronaCrisis dus 5 mnd wachten gaat langer duren.. Sterkte meissie,ik weet hoe t voelt..😢",0,no,,,,,,
25,COVID-19,1243193525510045702,http://twitter.com/user/status/1243193525510045702,Stop verspreiding van het Corona-virus. We krijgen het virus alleen onder controle als iedereen het volgende doet:     - Blijf zoveel mogelijk thuis;  - Houd 1.5 meter afstand;   - Was vaker je handen.    Alleen samen krijgen we Corona onder controle. https://t.co/jta9Qebch4,0,no,,,,,,
26,COVID-19,1239771582920302592,http://twitter.com/user/status/1239771582920302592,"@jasonwalters85 @MattijsGlas @coristus Nee, onze overheid riskeert de gezondheid en dood van burgers. Dat is een scenario in een hele slechte film. We gaan bewust in tegen-tegen-tegen #WHO advies van testen-testen-test-isoleren. #leassonslearnedwuhan .   Heeft niks met echte kerels zijn te maken.",1,yes,"De Wereldgezondheidsorganisatie (WHO) benadrukte half maart 2020 dat Nederland meer testen zou moeten uitvoeren om het virus beter onder controle te krijgen.

Er werden door de Nederlandse overheid drie fasen van virusbestrijding onderscheiden. De eerste is gericht op het indammen van het virus. In deze fase is alles erop gericht om te voorkomen dat het virus gaat circuleren onder de eigen bevolking. Besmette patiënten worden in isolatie verpleegd in het ziekenhuis of verblijven thuis bij mildere klachten. De GGD doet onderzoek naar de contacten van de patiënten, die mogelijk ook besmet zijn en soms uit voorzorg thuis in quarantaine moeten. De bron van alle besmettingen moet in deze fase duidelijk blijven. Deze fase is in Nederland ruwweg sinds 12 maart mislukt en een gepasseerd station.
In fase 2 wordt gestreefd naar het vertragen van de verspreiding van het virus door onder andere te voorkomen dat mensen elkaar massaal opzoeken. Tijd rekken door infecties te spreiden over de tijd, onder andere omdat de zorg het anders niet aankan. In april bevond Nederland zich nog in deze fase.
Bij fase 3 is het virus niet meer onder controle te krijgen. Maatregelen worden er dan op gericht om zo optimaal mogelijk om te gaan met de aanwezigheid van het virus.","https://nl.wikipedia.org/wiki/Coronacrisis_in_Nederland

https://nl.wikipedia.org/wiki/Coronacrisis_in_Nederland","support

refute",,,
27,COVID-19,1246481833111564288,http://twitter.com/user/status/1246481833111564288,"Vast om de pijn van morgen 😔 #demooiste weg te lopen vandaag interval training gedaan, 3’/2’p -4’/2’p -5’/2’p  - 5’/2’p - 4’/2’p - 3’/2’p 🏃‍♀️🙏  ❤ #staystrong #covid-19 #staysafe #samensterk ❤ 🙏 #running #runningmom… https://t.co/ID1pvczY7g",0,no,,,,,,
28,COVID-19,1251913519144058882,http://twitter.com/user/status/1251913519144058882,"@ray12smit @baspaternotte En daar hebben ze groot gelijk in,. Alleen een wetenschappelijk onderbouwde aanpak d.m.v. vaccinatie en vooral preventieve maatregelen kan een oplossing geven. Daarnaast is het pertinent onjuist dat onder gelijke omstandigheden influenza gevaarlijker is dan COVID-19",0,no,,,,,,
29,COVID-19,1232271841345097729,http://twitter.com/user/status/1232271841345097729,Zeker 13 Nederlanders vast in hotel op Tenerife na coronabesmetting Italiaan (bron: D-Reizen),0,no,,,,,,
30,COVID-19,1245636702292422658,http://twitter.com/user/status/1245636702292422658,Kunstenaars reageren met artistieke dagboeken op coronatijd - Noordhollands Dagblad https://t.co/yKDqAJooAf,0,no,,,,,,
31,COVID-19,1240971437558706178,http://twitter.com/user/status/1240971437558706178,@Lansingerland ik wil me graag aan de anderhalve meter afstand houden maar dat geldt duidelijk niet voor de fietsers op de Oostsingel. Fietspad opgebroken dus niet omrijden maar vlak langs de voetgangers op het 1 meter brede voetpad!! #CoronaCrisis  Fijn onze medemens.,0,no,,,,,,
32,COVID-19,1249629047409213440,http://twitter.com/user/status/1249629047409213440,Epidemioloog waarschuwt voor nieuwe coronapiek: ‘We spelen met vuur’ https://t.co/rSroIY7XL0 via @demorgen,0,no,,,,,,
33,COVID-19,1236234340197154817,http://twitter.com/user/status/1236234340197154817,@KenStash kans op besmetting is extreem klein; de niet-corona virussen zijn veel gevaarlijker !,1,yes,"A December 2020 systematic review and meta-analysis estimated that population IFR during the first wave of the pandemic was about 0.5% to 1% in many locations (including France, Netherlands, New Zealand, and Portugal), 1% to 2% in other locations (Australia, England, Lithuania, and Spain), and exceeded 2% in Italy. That study also found that most of these differences in IFR reflected corresponding differences in the age composition of the population and age-specific infection rates; in particular, the metaregression estimate of IFR is very low for children and younger adults (e.g., 0.002% at age 10 and 0.01% at age 25) but increases progressively to 0.4% at age 55, 1.4% at age 65, 4.6% at age 75, and 15% at age 85. These results were also highlighted in a December 2020 report issued by the WHO.
An analysis of those IFR rates indicates that COVID‑19 is hazardous not only for the elderly but also for middle-aged adults, for whom the infection fatality rate of COVID-19 is two orders of magnitude greater than the annualized risk of a fatal automobile accident and far more dangerous than seasonal influenza.",https://en.wikipedia.org/wiki/COVID-19,refute,,,
34,COVID-19,1242144224461705217,http://twitter.com/user/status/1242144224461705217,Omzet supermarkten hoger dan in week voor kerst https://t.co/VUFFHd1CY9 #Coronavirus #Corona #COVID2019NL #COVID19,0,no,,,,,,
35,COVID-19,1252903478747443200,http://twitter.com/user/status/1252903478747443200,Maatregelen corona verlengd. Lees hier alle nieuwe info Rijksoverheid en vragen en antwoorden na persconferentie 21 april:  https://t.co/u5ZKHlj5VW,0,no,,,,,,
36,COVID-19,1242814256468418568,http://twitter.com/user/status/1242814256468418568,"Zojuist lees ik in mijn mail dat het eerste faillissement in mijn netwerk een feit is. Nog maar twee weken geleden vierden we grote zakelijke successen, nu overheerst angst en verdriet. Een bizarre tijd.... #Coronavirusnl #COVID2019 #coronavirus #coronanederland",0,no,,,,,,
37,COVID-19,1241799109868244993,http://twitter.com/user/status/1241799109868244993,Formule 1 Grand Prix van Azerbeidzjan 2020 ook uitgesteld' https://t.co/510MyY8jpx #F1 #BakuGP #coronavirus #COVID_19,0,no,,,,,,
38,COVID-19,1238112636732137479,http://twitter.com/user/status/1238112636732137479,#OmdenkTweet  #Covid_19 scheelt mij 22 uur reistijd naar en van mijn werk t/m 31 maart 🤓  #ThuisWerken,0,no,,,,,,
39,COVID-19,1251539870574694400,http://twitter.com/user/status/1251539870574694400,Technisch werkloze kan tot +€350 meer verdienen dan voltijds werkende. #Covid_19 https://t.co/JySVFIIRBL,0,,,,,,,
40,COVID-19,1247878038513053704,http://twitter.com/user/status/1247878038513053704,Achteraf kijk  je een #baudet in zijn kont...Wat kan die man een hoop onzin verkopen zeg..#coronadebat,0,no,,,,,,
41,COVID-19,1239846460377759745,http://twitter.com/user/status/1239846460377759745,@Hezzzter 2 maart ‘Er zijn 8 nieuwe patiënten met #COVID-19 bij het RIVM gemeld. Hiermee komt het totaal aantal positieve testen in Nederland op 18.’ 5 maart ‘Hi Dennis. Er is op dit moment geen reden om evenementen te vermijden of af te gelasten.’,1,no,"Op 1 maart waren er tien bevestigde besmettingen in Nederland. Deze kwamen vooral voort uit contact met eerder besmette personen in Nederland. Op 4 maart werd ook een besmetting vastgesteld bij een reiziger die via luchthaven Schiphol op doorreis was. Deze werd in isolatie geplaatst in de daarvoor bestemde containerwoningen die de week ervoor in Hoofddorp werden geplaatst. Twee dagen later stierf in het Rotterdamse Ikazia Ziekenhuis de eerste persoon in Nederland ten gevolge van COVID-19. Het ging om een 86-jarige man uit de gemeente Hoeksche Waard.Tussen 7 en 12 maart werden in het Bredase Amphia Ziekenhuis en het Tilburgse Elisabeth-TweeSteden Ziekenhuis alle gezondheidsmedewerkers met koorts en/of ademhalingsklachten op vrijwillige basis getest op COVID-19. Bij 83 (6,4%) van de geteste medewerkers – werkzaam op 52 verschillende afdelingen – werd de ziekte vastgesteld. Slechts 46 besmette personen hadden zeker koorts en maar drie waren in contact geweest met bewezen COVID-19-patiënten. Vierenvijftig personen hadden met de klachten doorgewerkt. Zeven gaven aan al klachten te hebben ondervonden eerder dan 27 februari. De meeste geïnfecteerden hadden milde klachten. Gesuggereerd werd dat de ziekte al in Nederland verspreid was voordat officieel de eerste persoon met COVID-19 vastgesteld werd. De onderzoekers riepen op om bij een vermoeden van COVID-19 niet alleen af te gaan op koorts.De regering kwam op 9 maart met meerdere hygiënemaatregelen. Zo werd iedereen aangeraden regelmatig zijn handen te wassen en niet meer in de hand maar in de elleboog te niezen of te hoesten, alsook om geen stoffen maar alleen nog papieren zakdoekjes te gebruiken. Sinds die dag wordt ook landelijk gevraagd om geen handen meer te schudden. Inwoners van Noord-Brabant werd opgeroepen zo veel als waar mogelijk vanuit huis te werken.",https://nl.wikipedia.org/wiki/Coronacrisis_in_Nederland,neutral,,,
42,COVID-19,1238249970031001602,http://twitter.com/user/status/1238249970031001602,"Inmiddels antwoord gehoord tijdens #coronadebat, veel minder werknemers in de trein door #thuiswerken dus minder treinen nodig. Normale dienstregeling blijft van kracht. De geplande maatregel is dus wel te begrijpen. #ns",0,no,,,,,,
43,COVID-19,1240283825768484865,http://twitter.com/user/status/1240283825768484865,#coronadebat #herdimmunity #groepsimmuniteit is gebaseerd op een immuniteit tot stand gekomen middels #vaccin Dat is er niet; essentieel verschil. Luister naar bioloog @CT_Bergstrom  https://t.co/YAIT2YTm5F en viroloog #JaapGoudsmit https://t.co/5YSaHkK9P9,0,no,,,,,,
44,COVID-19,1252855619867996160,http://twitter.com/user/status/1252855619867996160,"Gisteren, tijdens de #persconferentie van president Rutte, is er zoiets ergs gebeurd! Een journalist stelde een domme vraag! https://t.co/LeoL2jvZAm",0,no,,,,,,
45,COVID-19,1253273450703130630,http://twitter.com/user/status/1253273450703130630,Persconferentie moeilijk voor laaggeletterden https://t.co/JhyAuOSwjY #Coronavirus #Corona #COVID2019NL #COVID19,1,no,,,,no wiki proof,,
46,COVID-19,1240326113408307202,http://twitter.com/user/status/1240326113408307202,Dus als we massaal een andere mening hebben gaat Rutte overstag? Dat is dan iets van de laatste tijd.  #coronadebat https://t.co/ul4mUF2G1m,0,yes,,,,,,
47,COVID-19,1244633991510142978,http://twitter.com/user/status/1244633991510142978,https://t.co/BnMnIdm7sE Update coronavirus: aantal besmettingen in Zuid-Holland groeit snel. #coronavirusNederland #besmettingen #zuidholland,0,no,,,,,,
48,COVID-19,1245061641953296384,http://twitter.com/user/status/1245061641953296384,"Een zeer scherpe zinsnede: #Covid19 is een van de grootste inlichtingen fouten van de democratische wereld, aangezien China de pandemie gebruikt als een nieuw geopolitiek wapen en liefdadigheid tentoonspreidt. #mivd @AIVD @Defensie @fvdemocratie @thierrybaudet #coronanederland https://t.co/7qQe3thNDH",1,yes,"The early response by city authorities was criticised as prioritising a control of information that might be unfavorable for local officials over public safety, and China was also criticised for cover-ups and downplaying the initial discovery and severity of the outbreak. By the time China had informed the WHO of the new coronavirus on 31 December 2019, The New York Times reported that the government was still keeping ""its own citizens in the dark"". Observers have attributed this to the censorship institutional structure of the country's press and internet, exacerbated by China's paramount leader Xi Jinping's crackdown on independent oversight such as journalism and social media that left senior officials with inaccurate information on the outbreak and ""contributed to a prolonged period of inaction that allowed the virus to spread"".A group of eight medical personnel, including Li Wenliang, an ophthalmologist from Wuhan Central Hospital who in late December posted warnings on a new coronavirus strain akin to SARS, were taken into custody by Wuhan police and threatened with prosecution for ""spreading rumours"" for likening it to SARS.  Li Wenliang later died of the disease on 7 February, and was widely hailed as a whistleblower in China, but some of the trending hashtags on Weibo such as ""Wuhan government owes Dr Li Wenliang an apology"" and ""We want freedom of speech"" were blocked. His death widespread public anger in the aftermath, in what has been described as ""one of the biggest outpourings of online criticism of the government in years,"" was not a topic that was permitted for coverage.As part of the central government's ""bifurcated approach to diffuse discontent"", citizens were permitted to criticise local officials so long as they did not ""question the basic legitimacy of the party"". The Cyberspace Administration (CAC) declared its intent to foster a ""good online atmosphere,"" with CAC notices sent to video platforms encouraging them to ""not to push any negative story, and not to conduct non-official livestreaming on the virus"". Censorship has been observed being applied on news articles and social media posts deemed to hold negative tones about COVID-19 and the governmental response, including posts mocking Xi Jinping for not visiting areas of the epidemic, an article that predicted negative effects of the epidemic on the economy, and calls to remove local government officials.  While censorship had been briefly relaxed giving a ""window of about two weeks in which Chinese journalists were able to publish hard-hitting stories exposing the mishandling of the novel coronavirus by officials"", since then private news outlets were reportedly required to use ""planned and controlled publicity"" with the authorities' consent.

The Chinese government has actively engaged in disinformation to downplay the emergence of COVID-19 in China and manipulate information about its spread around the world. The government also detained whistleblowers and journalists claiming they were spreading rumors when they were publicly raising concerns about people being hospitalized for a ""mysterious illness"" resembling SARS.The blame for the failure to report cases of COVID-19 at the onset is unclear because of the difficulty pinpointing it as a failure by either local or national officials. The Associated Press reported that, ""increasing political repression has made officials more hesitant to report cases without a clear green light from the top."" There are ongoing investigations in an effort to understand what happened, including an investigation by the World Health Organization (WHO) which will probe into what Wuhan officials knew at the time of the outbreak.A 14 February 2021 exposé by the Associated Press said that China took a ""leading role"" in spreading misinformation and conspiracy theories about COVID-19.","https://en.wikipedia.org/wiki/Chinese_government_response_to_COVID-19

https://en.wikipedia.org/wiki/COVID-19_misinformation_by_China","neutral

neutral",,,
49,COVID-19,1240052715306340352,http://twitter.com/user/status/1240052715306340352,@sanderTrots @annadijkman We kunnen op z'n minst stellen dat dat #RIVM beleid en de overgenomen adviezen rommelig overkomen. Tekentafel gezwam vooral...Andere landen zijn voortvarender. Economie staat hier op 1 kennelijk #steunpakket Dan zijn ze wèl voortvarend.,1,yes,,,,no wiki proof,,
50,COVID-19,1240233355611955202,http://twitter.com/user/status/1240233355611955202,"De Chinezen maken alles na, dat kunnen wij dan toch ook? Een beademingsapparaat bv. Patenten en IP moet maar even wijken. #groepimmuniteit",0,yes,,,,,,
51,COVID-19,1237398836483633152,http://twitter.com/user/status/1237398836483633152,Almeerse Tijs (17) opgelucht na test: “Toch geen corona”  https://t.co/5A6hKnjwsh  #corona #almere #almeredezeweek #ggd #COVID19NL,0,no,,,,,,
52,COVID-19,1245263833582784512,http://twitter.com/user/status/1245263833582784512,"Opgelet #EU, #Turkije begint, zoals al eerder gemeld, 'n echt probleem te worden #Covid19  Graag alle verkeer en luchtverkeer opschorten: quarantaine!  @VTMNIEUWS @vrtnws https://t.co/JaN6PG42ax",1,no,"De coronacrisis in Turkije ontstond in Turkije toen op 11 maart 2020 de eerste besmetting in het land officieel werd bevestigd. Het eerste sterfgeval ten gevolge van de infectieziekte COVID-19 veroorzaakt door het coronavirus SARS-CoV-2 vond plaats op 17 maart 2020. Op 1 april 2020 kondigde de minister van Volksgezondheid Fahrettin Koca aan dat het virus zich in alle provincies van Turkije had verspreid.

Tijdens de eerste golf werd het personengrensverkeer tussen de Europese landen sterk beperkt. België sloot de meeste kleine grensovergangen met Nederland en personen konden alleen om strikt noodzakelijk redenen de landgrens oversteken. Het internationaal vliegverkeer viel vrijwel stil en veel gestrande reizigers hadden veel problemen om terug naar Nederland te reizen.Tijdens de tweede en derde golf bleven de Europese landgrenzen wel open, maar veel landen namen veel beperkende maatregelen zoals verplicht recent negatieve testresultaten, verplichte quarantaines en reisverboden voor niet essentiële reizen. Ook Nederland nam beperkende maatregelen met verplichte negatieve testen voor inkomende reizigers. Ook een quarantaineplicht werd ingevoerd. Juridisch was de quarantaine handhaving eerst nog niet geregeld en handhaafbaar, tot de wetgeving werd aangepast. Vanaf 19 mei 2021 is het algeheel reisverbod naar het buitenland afgeschaft en vervangen door kleurcode per land. Veel landen beschouwen Nederland als een hoogrisicogebied in verband met het hoge aantal besmettingen en leggen reisbeperkingen op voor reizigers uit Nederland.","https://nl.wikipedia.org/wiki/Coronacrisis_in_Turkije

https://nl.wikipedia.org/wiki/Coronacrisis_in_Nederland","neutral

neutral",,,
53,COVID-19,1253009653103017985,http://twitter.com/user/status/1253009653103017985,Herstel: Beademings apparaten zijn  NOG niet kritiek geworden. Zolang het virus “onder ons” is kan dat nog altijd gebeuren.  #coronadebat,1,no,,,,,,
54,COVID-19,1231912337109659648,http://twitter.com/user/status/1231912337109659648,"Mocht #Covid_19 in Nederland uitbreken moeten we ons wel realiseren dat de achterban van 50+, het CDA en de PvdA zal decimeren.",0,yes,,,,,,
55,COVID-19,1254723337571491840,http://twitter.com/user/status/1254723337571491840,"#CovID19 Leak; Gates, #WHO, and Wuhan Lab Emails  De inhoud valt te betwisten, toch wat beslist waar is:  Virus gain of function Dit beschrijft een functie waarbij wetenschappers kenmerken toevoegen aan een virus  Ook bij het maken van een Vaccin ! 🤫 https://t.co/tsklDxmRhR 👇 https://t.co/HWujHhKESN",1,yes,"One idea used to support a laboratory origin invokes previous gain-of-function research on coronaviruses. Virologist Angela Rasmussen writes that this is unlikely, due to the intense scrutiny and government oversight gain-of-function research is subject to, and that it is improbable that research on hard-to-obtain coronaviruses could occur under the radar. 
The exact meaning of ""gain of function"" is disputed among experts.In May 2020, Fox News host Tucker Carlson accused Anthony Fauci of having ""funded the creation of COVID"" through gain-of-function research at the Wuhan Institute of Virology (WIV). 
Citing an essay by science writer Nicholas Wade, Carlson alleged that Fauci had directed research to make bat viruses more infectious to humans.
In a hearing the next day, US senator Rand Paul alleged that the US National Institutes of Health (NIH) had been funding gain-of-function research in Wuhan, accusing researchers including epidemiologist Ralph Baric of creating ""super-viruses"". 
Both Fauci and NIH Director Francis Collins have denied that the US government supported such research.
Baric likewise rejected Paul's allegations, saying that his lab's research into cross-species transmission of bat coronaviruses did not qualify as gain-of-function.A 2017 study of chimeric bat coronaviruses at the WIV listed NIH as a sponsor; however, NIH funding was only related to sample collection. Based on this and other evidence, The Washington Post rated the claim of an NIH connection to gain-of-function research on coronaviruses as ""two pinocchios"", representing ""significant omissions and/or exaggerations"".",https://en.wikipedia.org/wiki/COVID-19_misinformation,refute,,,
56,COVID-19,1245732560329678853,http://twitter.com/user/status/1245732560329678853,Lijkt me dat mondkapjes dus toch wel nodig zijn. #coronanl #COVID19 https://t.co/Rp3neWC3PL,0,no,,,,,,
57,COVID-19,1252638766625325056,http://twitter.com/user/status/1252638766625325056,#persconferentie kan iemand mij uitleggen waarom we weken dicht moeten... er NIETS veranderd is.. en nu de scholen open gaan?? De kwetsbaarste groep kleine kinderen.. waar zijn ze mee bezig??,0,yes,,,,,,
